400000  0.050000
410000  0.040000
420000  0.060000
430000  0.050000
440000  0.050000
450000  0.070000
460000  0.060000
470000  0.050000
480000  0.050000
490000  0.070000
500000  0.060000
510000  0.070000
520000  0.080000
530000  0.080000
540000  0.090000
550000  0.090000
560000  0.090000
570000  0.100000
580000  0.090000
590000  0.100000
600000  0.100000
610000  0.100000
620000  0.120000
630000  0.120000
640000  0.120000
650000  0.110000
660000  0.120000
670000  0.140000
680000  0.120000
690000  0.120000
700000  0.150000
710000  0.130000
720000  0.130000
730000  0.150000
740000  0.140000
750000  0.140000
760000  0.150000
770000  0.150000
780000  0.160000
790000  0.170000
800000  0.160000
810000  0.170000
820000  0.180000
830000  0.170000
840000  0.180000
850000  0.200000
860000  0.180000
870000  0.190000
880000  0.190000
890000  0.190000
900000  0.200000
910000  0.210000
920000  0.220000
930000  0.230000
940000  0.270000
950000  0.280000
960000  0.260000
970000  0.310000
980000  0.360000
990000  0.450000
1000000 0.490000

10000   0.000000
20000   0.000000
30000   0.000000
40000   0.000000
50000   0.000000
60000   0.000000
70000   0.000000
80000   0.000000
90000   0.000000
100000  0.000000
110000  0.000000
120000  0.000000
130000  0.010000
140000  0.000000
150000  0.000000
160000  0.010000
170000  0.000000
180000  0.000000
190000  0.000000
200000  0.000000
210000  0.010000
220000  0.000000
230000  0.010000
240000  0.000000
250000  0.010000
260000  0.000000
270000  0.000000
280000  0.000000
290000  0.000000
300000  0.010000
310000  0.000000
320000  0.000000
330000  0.000000
340000  0.010000
350000  0.000000
360000  0.000000
370000  0.000000
380000  0.010000
390000  0.010000
400000  0.010000
410000  0.000000
420000  0.020000
430000  0.010000
440000  0.010000
450000  0.010000
460000  0.000000
470000  0.000000
480000  0.010000
490000  0.010000
500000  0.010000
510000  0.010000
520000  0.010000
530000  0.010000
540000  0.010000
550000  0.010000
560000  0.000000
570000  0.010000
580000  0.010000
590000  0.010000
600000  0.010000
610000  0.010000
620000  0.010000
630000  0.010000
640000  0.010000
650000  0.010000
660000  0.010000
670000  0.020000
680000  0.010000
690000  0.020000
700000  0.010000
710000  0.020000
720000  0.010000
730000  0.020000
740000  0.010000
750000  0.010000
760000  0.020000
770000  0.010000
780000  0.010000
790000  0.020000
800000  0.020000
810000  0.010000
820000  0.010000
830000  0.010000
840000  0.010000
850000  0.010000
860000  0.010000
870000  0.010000
880000  0.010000
890000  0.010000
900000  0.010000
910000  0.010000
920000  0.010000
930000  0.020000
940000  0.010000
950000  0.010000
960000  0.010000
970000  0.020000
980000  0.010000
990000  0.020000
1000000 0.010000

10000   0.000000
20000   0.000000
30000   0.000000
40000   0.000000
50000   0.000000
60000   0.000000
70000   0.000000
80000   0.000000
90000   0.010000
100000  0.000000
110000  0.010000
120000  0.010000
130000  0.010000
140000  0.010000
150000  0.020000
160000  0.010000
170000  0.010000
180000  0.020000
190000  0.040000
200000  0.030000
210000  0.030000
220000  0.030000
230000  0.030000
240000  0.030000
250000  0.040000
260000  0.030000
270000  0.040000
280000  0.040000
290000  0.050000
300000  0.050000
310000  0.070000
320000  0.080000
330000  0.070000
340000  0.060000
350000  0.070000
360000  0.060000
370000  0.080000
380000  0.070000
390000  0.080000
400000  0.100000
410000  0.090000
420000  0.090000
430000  0.100000
440000  0.110000
450000  0.110000
460000  0.130000
470000  0.100000
480000  0.110000
490000  0.120000
500000  0.130000
510000  0.150000
520000  0.170000
530000  0.140000
540000  0.140000
550000  0.150000
560000  0.170000
570000  0.160000
580000  0.170000
590000  0.160000
600000  0.170000
610000  0.180000
620000  0.180000
630000  0.190000
640000  0.190000
650000  0.200000
660000  0.200000
670000  0.220000
680000  0.240000
690000  0.220000
700000  0.240000
710000  0.240000
720000  0.250000
730000  0.250000
740000  0.270000
750000  0.250000
760000  0.280000
770000  0.280000
780000  0.280000
790000  0.300000
800000  0.300000
810000  0.310000
820000  0.320000
830000  0.330000
840000  0.320000
850000  0.330000
860000  0.360000
870000  0.350000
880000  0.370000
890000  0.370000
900000  0.370000
910000  0.410000
920000  0.410000
930000  0.420000
940000  0.420000
950000  0.440000
960000  0.430000
970000  0.470000
980000  0.450000
990000  0.460000
1000000 0.520000
