34.66
46.50
57.57
33.07
34.73
204.31
209.61
241.91
187.32
203.95
155.58
3.93
219.32
191.33
206.99
389.21
512.04
529.50
490.23
387.45
1017.88
1441.93
1555.44
1766.17
1855.90
2054.35
3870.11
4368.45
4210.53
4355.68
