34.21
40.45
42.13
43.45
56.65
188.70
250.42
241.85
158.07
221.01
4.79
171.88
186.11
200.44
170.25
300.26
443.39
393.20
431.13
454.52
1003.14
1561.16
1617.95
1517.74
1578.73
1990.72
3170.11
4152.09
3906.22
4191.52
