     1 , 5203191.50
     2 , 5180583.00
     3 , 5254449.00
     4 , 5041273.50
     5 , 5068712.50
     6 , 4775884.00
     7 , 4631384.00
     8 , 4440399.00
     9 , 4314091.00
    10 , 4254129.50
    11 , 4003674.75
    12 , 3721991.75
    13 , 3503175.50
    14 , 3444994.25
    15 , 2892225.75
    16 , 2737397.25
    17 , 2469001.75
    18 , 2180674.25
    19 , 1849974.25
    20 , 1506471.00
    21 , 1283154.12
    22 ,  572605.12
    23 ,  740274.19
    24 ,  139540.67
    25 ,  -37355.38
    26 , -631117.12
    27 , -811624.12
    28 , -1025962.50
    29 , -1293408.12
    30 , -1748953.50
    31 , -1805497.62
    32 , -2262921.00
    33 , -2172691.00
    34 , -2663373.50
    35 , -3031085.25
    36 , -2957600.75
    37 , -3198535.25
    38 , -3469843.75
    39 , -3587269.25
    40 , -3747749.50
    41 , -3934573.75
    42 , -3971813.75
    43 , -4037619.00
    44 , -4034841.25
    45 , -4359235.00
    46 , -4231633.00
    47 , -4248140.00
    48 , -4154798.00
    49 , -4010439.75
    50 , -4152046.75
    51 , -4130496.25
    52 , -3859539.75
    53 , -3859409.50
    54 , -3689057.75
    55 , -3559078.50
    56 , -3520186.50
    57 , -3213740.25
    58 , -2993963.50
    59 , -2847051.50
    60 , -2559322.50
    61 , -2372634.00
    62 , -2021402.88
    63 , -1956759.00
    64 , -1516177.50
    65 , -1475050.75
    66 , -1057768.00
    67 , -894050.12
    68 , -589771.31
    69 , -466933.41
    70 , -175139.88
    71 ,  109711.76
    72 ,  373431.53
    73 ,  690645.19
    74 ,  998424.69
    75 , 1094392.25
    76 , 1573037.38
    77 , 1724262.75
    78 , 1925967.12
    79 , 1927251.50
    80 , 2228139.50
    81 , 2326916.25
    82 , 2535183.25
    83 , 2764491.00
    84 , 2682563.25
    85 , 2955591.00
    86 , 3020962.25
    87 , 3121630.75
    88 , 3038106.75
    89 , 3094674.50
    90 , 3233110.75
    91 , 3188343.75
    92 , 3108919.25
    93 , 2934003.00
    94 , 2960237.50
    95 , 2773744.75
    96 , 2865300.75
    97 , 2701057.00
    98 , 2491876.50
    99 , 2282904.25
   100 , 2426326.75
   101 , 2198744.75
   102 , 1858139.75
   103 , 1637993.50
   104 , 1230812.12
   105 , 1098889.50
   106 ,  905831.69
   107 ,  605554.69
   108 ,  471863.06
   109 ,   95176.72
   110 , -262501.69
   111 , -322361.88
   112 , -450422.50
   113 , -793314.50
   114 , -1201281.75
   115 , -1398766.50
   116 , -1759999.25
   117 , -1918708.62
   118 , -2134741.50
   119 , -2416017.75
   120 , -2465374.00
   121 , -2816713.00
   122 , -3074351.25
   123 , -3470032.50
   124 , -3433875.75
   125 , -3615209.50
   126 , -3740222.50
   127 , -3957372.50
   128 , -3983679.25
   129 , -4009612.75
   130 , -4200462.50
   131 , -4246716.00
   132 , -4074235.00
   133 , -4157533.25
   134 , -4335457.50
   135 , -4315374.00
   136 , -4172579.00
   137 , -3916377.50
   138 , -4024958.75
   139 , -3717954.00
   140 , -3644950.00
   141 , -3598181.75
   142 , -3378983.25
   143 , -3200991.00
   144 , -3218377.00
   145 , -2809661.50
   146 , -2501636.00
   147 , -2303321.00
   148 , -2250777.25
   149 , -1702512.12
   150 , -1631659.00
   151 , -1109739.25
   152 , -1092450.25
   153 , -694850.19
   154 , -244642.86
   155 ,  -61313.95
