   156 ,  138673.59
   157 ,  606311.44
   158 ,  878229.75
   159 , 1094499.38
   160 , 1715610.00
   161 , 1868684.38
   162 , 2184414.75
   163 , 2356755.25
   164 , 2767126.00
   165 , 3129953.00
   166 , 3211261.50
   167 , 3535549.50
   168 , 3796288.00
   169 , 3818764.00
   170 , 4393529.00
   171 , 4401265.50
   172 , 4543756.50
   173 , 4581372.50
   174 , 4893879.50
   175 , 5043071.00
   176 , 4981911.00
   177 , 5182196.50
   178 , 5201157.50
   179 , 5220998.00
   180 , 5140095.50
   181 , 5209183.50
   182 , 5316673.50
   183 , 5118339.50
   184 , 4920475.00
   185 , 4919408.00
   186 , 4818154.50
   187 , 4861721.00
   188 , 4689027.50
   189 , 4323300.00
   190 , 4198540.50
   191 , 3960877.25
   192 , 3715705.50
   193 , 3576697.25
   194 , 3363056.50
   195 , 2989952.50
   196 , 2707910.50
   197 , 2610092.50
   198 , 2024690.38
   199 , 1815416.75
   200 , 1452091.88
   201 , 1157166.25
   202 , 1087239.38
   203 ,  570346.00
   204 ,  166071.98
   205 ,    7453.95
   206 , -324297.75
   207 , -522836.56
   208 , -787858.75
   209 , -1524427.00
   210 , -1472277.25
   211 , -1908053.38
   212 , -2218326.25
   213 , -2188351.00
   214 , -2776625.25
   215 , -2878564.25
   216 , -3093970.25
   217 , -3354613.25
   218 , -3339774.00
   219 , -3600960.25
   220 , -3832578.25
   221 , -3868452.50
   222 , -3864114.50
   223 , -4002907.50
   224 , -4055618.50
   225 , -4272911.50
   226 , -4194140.75
   227 , -4139295.25
   228 , -4067652.75
   229 , -4060093.25
   230 , -4059604.50
   231 , -4156211.00
   232 , -3966789.50
   233 , -3898316.75
   234 , -3715325.50
   235 , -3467266.75
   236 , -3545716.50
   237 , -3105431.00
   238 , -3046221.50
   239 , -2827421.00
   240 , -2693737.75
   241 , -2477338.75
   242 , -2242217.25
   243 , -1830908.38
   244 , -1743024.88
   245 , -1350060.25
   246 , -1006539.50
   247 , -927295.50
   248 , -576090.81
   249 , -325443.38
   250 , -148245.67
   251 ,  230219.55
   252 ,  518069.62
   253 ,  556924.44
   254 , 1064970.00
   255 , 1326257.00
   256 , 1409150.00
   257 , 1644064.25
   258 , 1794361.88
   259 , 2026957.50
   260 , 2246740.00
   261 , 2618819.25
   262 , 2566657.00
   263 , 2724359.25
   264 , 2816642.00
   265 , 2952594.50
   266 , 2873506.00
   267 , 3148583.00
   268 , 3200491.50
   269 , 3107106.50
   270 , 3268813.50
   271 , 3089550.50
   272 , 3088008.25
   273 , 3040744.25
   274 , 2920977.75
   275 , 2900047.00
   276 , 2745312.25
   277 , 2637548.00
   278 , 2728915.25
   279 , 2397327.50
   280 , 2156998.25
   281 , 2108780.00
   282 , 1929441.88
   283 , 1608277.75
   284 , 1405886.88
   285 , 1021690.81
   286 , 1084299.12
   287 ,  764714.00
   288 ,  446041.16
   289 ,  198003.73
   290 , -195492.97
   291 , -259665.98
   292 , -497490.75
   293 , -865559.19
   294 , -1143097.25
   295 , -1273748.62
   296 , -1540352.00
   297 , -1888474.38
   298 , -2157602.50
   299 , -2443931.50
   300 , -2587707.50
   301 , -2722461.50
   302 , -3191039.25
   303 , -3269686.75
   304 , -3495976.75
   305 , -3555887.50
   306 , -3579799.00
   307 , -3888314.50
   308 , -3841319.50
   309 , -4178691.75
   310 , -4198718.00
   311 , -4218845.50
   312 , -4261775.50
   313 , -4210562.50
   314 , -4179517.25
   315 , -4198057.50
   316 , -4082219.25
   317 , -3962628.00
   318 , -4074019.50
   319 , -3971783.25
   320 , -3713436.25
   321 , -3588331.50
   322 , -3340121.00
   323 , -3336725.25
   324 , -3117185.00
   325 , -2917866.50
   326 , -2596861.00
   327 , -2392214.00
   328 , -2189068.25
   329 , -2063744.62
   330 , -1542628.12
   331 , -1155555.38
   332 , -883414.81
   333 , -617308.75
   334 , -470320.16
   335 ,   25061.30
   336 ,  208450.03
   337 ,  654273.94
   338 ,  843244.88
   339 , 1200333.12
   340 , 1656798.00
   341 , 1771014.62
   342 , 2141950.00
   343 , 2486937.50
   344 , 2665594.75
   345 , 2909981.00
   346 , 3078899.50
   347 , 3552420.00
   348 , 3781020.00
   349 , 3964712.50
   350 , 4176184.75
   351 , 4442307.00
   352 , 4507481.50
   353 , 4766342.00
   354 , 4849129.50
   355 , 4831922.00
   356 , 4841723.50
   357 , 5058450.00
   358 , 5021168.50
   359 , 5366849.00
   360 , 5313244.00
   361 , 5135664.00
   362 , 5218745.00
   363 , 4983565.00
   364 , 5165514.50
   365 , 5132147.00
   366 , 5056934.50
   367 , 4735611.50
   368 , 4558856.50
   369 , 4363130.00
   370 , 4117179.50
   371 , 3917575.25
   372 , 3754567.50
   373 , 3449496.00
   374 , 3207730.25
   375 , 3045057.25
   376 , 2661189.00
   377 , 2475030.00
   378 , 2195927.25
   379 , 1877347.50
   380 , 1573355.25
   381 , 1338597.25
   382 ,  858461.44
   383 ,  666241.44
   384 ,  275634.22
   385 ,   42613.03
   386 , -390839.59
   387 , -620487.25
   388 , -970277.00
   389 , -1322828.00
   390 , -1524021.50
   391 , -2014941.25
   392 , -2046859.38
   393 , -2466963.25
   394 , -2549174.50
   395 , -2677878.75
   396 , -3132811.75
   397 , -3317020.75
   398 , -3520167.25
   399 , -3588902.75
